product italy largest producer	european country member state nation place market	enty
ind longtime game show host dropped dead jogging central park 1984	ind longtime game show ad event famous writer popular attraction television show	hum
def meaning w b yeat poem three hermits	plural reference ground feature group pattern print terrain object	desc
ind filthiest people alive	ind filthiest	hum
dismed infectious disease world deadliest	None	enty
def spumante	def spumante desc	desc
date year ireland elect first woman president	european country member state nation state jurisdiction term ordinal term numerical ordinal circuit ordinal number union function organization researcher information	num
def isthmus	def isthmus desc	desc
animal name orca died fungal infection	None	enty
mozambique located	african country case neighbouring country area nation	loc
animal mississippi state animal	None	enty
desc origin word news	desc origin word news desc	desc
dan aykroyd john belushi quit saturday night live become	actor touting alumnus cast member comedic talent person notable actor folk name artist star shipping option expedited delivery charge night time game word factor camera s advanced technology built in scene mode scene mode	enty
count many months normal human pregnancy last	many months	num
manner fuel injectors work	None	desc
manner school march macy thanksgiving parade	manner school march department store agent store makeup place scholar	desc
ind real name disc jockey wolfman jack	service entertainment related cost contractual service vendor user jack hum	hum
veh italian liner hijacked 1985	language romance language cuisine european language restaurant forum case work historical element item	enty
city city houses u headquarters procter gamble	city city	loc
product soap touted people like people	None	enty
money much minimum wage 1991	case legislation ats regime postal regulation examining american employment law	num
exp nafta stand	exp nafta	abbr
ind invented silly putty	None	hum
gr new middle school built philadelphia pennsylvania last year	gr new middle school city place large city metropolitan area area state jurisdiction colony place area time expression exception situation theme occasion	hum
ind patented first phonograph	manufacturer company city vcrs undecided voter term ordinal term numerical ordinal circuit ordinal number	hum
techmeth tips building fire fireplace	None	enty
food manatees eat	None	enty
termeq say 2 latin	termeq feature compound growth regulator herbicide product method latin	enty
cremat popular songs types songs 1920s	large bridge population plural date	enty
count many vietnamese soviet union	language group tonal language asian language culture soviet	num
november birthstone	month time work occasional smaller also non subscription production deliberately archaic division	enty
def certified nurse midwife	def certified nurse midwife desc	desc
count average many miles moon	None	num
ind created private detective philip marlowe	radio show detective hard boiled noir detective character fictional character	hum
cremat boris pasternak book sold 5 0 copies become fiction best seller 1958	boris pasternak book feature technique cycle option application method exception paper international event prominent car traditional political activist	enty
desc origin expression tout de suite	descriptive field conflict resolution competency customer sponsor generic keyword	desc
word longest english word	language subject course education requirement class	enty
reason purpose car bra	None	desc
reason b cooper known	None	desc
desc colin powell	desc colin powell	hum
animal species colt	None	enty
exp full name plo	lebanese militant group group organization national liberation movement terrorist group	abbr
country smallest country africa	None	loc
ind coined term nn cyberspace novel nn neuromancer	manufacturer company city vcrs undecided voter nn cyberspace nn neuromancer	hum
event age followed bronze age	age enty	enty
title profession	None	hum
ind full name man invented multicolored game cube 42 3 quintillion potential combinations	42 3	hum
exp word laser mean	exp word laser	abbr
def name anthony mean	def name anthony mean desc	desc
